Id_Entidad,Entidad,E-Mail,Departamento,Ciudad
210641206,Colombia,secretariahacienda@colombia-huila.gov.co,DEPARTAMENTO DE HUILA,COLOMBIA
211986219,Colón - Putumayo,contactenos@colon-putumayo.gov.co,DEPARTAMENTO DE PUTUMAYO,COLON
210352203,Colón (Génova) - Nariño,alcaldia@colongenova-narino.gov.co,DEPARTAMENTO DE NARIÑO,COLON (GENOVA)
210470204,Colosó (Ricaurte),alcaldia@coloso-sucre.gov.co,DEPARTAMENTO DE SUCRE,COLOSO (RICAURTE)
210415204,Cómbita,alcaldia@combita-boyaca.gov.co,DEPARTAMENTO DE BOYACA,COMBITA
210605206,Concepción - Antioquia,concal01@edatel.net.co,DEPARTAMENTO DE ANTIOQUIA,CONCEPCION (ANTIOQUIA)
210768207,Concepción - Santander,alcaldia@concepcion-santander.gov.co,DEPARTAMENTO DE SANTANDER,CONCEPCION (SANTANDER)
210905209,Concordia - Antioquia,hacienda@concordia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CONCORDIA (ANTIOQUIA)
210547205,Concordia - Magdalena,hacienda@concordia-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,CONCORDIA (MAGDALENA)
210527205,Condoto,financiera@condoto-choco.gov.co,DEPARTAMENTO DE CHOCO,CONDOTO
210968209,Confines,tesoreria@confines-santander.gov.co,DEPARTAMENTO DE SANTANDER,CONFINES
210752207,Consacá,alcaldia@consaca.narino.gov.co,DEPARTAMENTO DE NARIÑO,CONSACA
211052210,Contadero,alcaldia@contadero-narino.gov.co,DEPARTAMENTO DE NARIÑO,CONTADERO
211168211,Contratación,tesoreria@contratacion-santander.gov.co,DEPARTAMENTO DE SANTANDER,CONTRATACION
210654206,Convención,contactenos@convencion-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CONVENCION
211205212,Copacabana,alcaldia@copacabana.gov.co,DEPARTAMENTO DE ANTIOQUIA,COPACABANA
211215212,Coper,tesoreriacoper@hotmail.com,DEPARTAMENTO DE BOYACA,COPER
211213212,Córdoba - Bolívar,contactenos@cordoba-bolivar.gov,DEPARTAMENTO DE BOLIVAR,CORDOBA (BOLIVAR)
211552215,Córdoba - Nariño,alcaldia@cordoba-narino.gov.co,DEPARTAMENTO DE NARIÑO,CORDOBA (NARIÑO)
211263212,Córdoba - Quindío,alcaldia@cordoba-quindio.gov.co,DEPARTAMENTO DE QUINDIO,CORDOBA (QUINDIO)
211219212,Corinto,alcaldia@corinto-cauca.gov.co,DEPARTAMENTO DE CAUCA,CORINTO
211768217,Coromoro,alcaldia@coromoro-santander.gov.co,DEPARTAMENTO DE SANTANDER,COROMORO
211570215,Corozal,contactenos@corozal-sucre.gov.co,DEPARTAMENTO DE SUCRE,COROZAL
211515215,Corrales,alcaldia@corrales-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CORRALES
211425214,Cota,hacienda@alcaldiacota.gov.co,DEPARTAMENTO DE CUNDINAMARCA,COTA
210023300,Cotorra,contactenos@cotorra-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,COTORRA
211815218,Covarachía,contactenos@covarachia-boyaca.gov.co,DEPARTAMENTO DE BOYACA,COVARACHIA
89970221,Coveñas,alcaldia@covenas-sucre.gov.co,DEPARTAMENTO DE SUCRE,COVEÑAS
211773217,Coyaima,alcaldia@coyaima-tolima.gov.co,DEPARTAMENTO DE TOLIMA,COYAIMA
212081220,Cravo Norte,alcaldia@cravonorte-arauca.gov.co,DEPARTAMENTO DE ARAUCA,CRAVO NORTE
212452224,Cuaspud (Carlosama),contactenos@cuaspud-narino.gov.co,DEPARTAMENTO DE NARIÑO,CUASPUD (CARLOSAMA)
212315223,Cubará,sechacienda@cubara-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CUBARA
212350223,Cubarral,alcaldia@cubarral-meta.gov.co,DEPARTAMENTO DEL META,CUBARRAL
212415224,Cucaita,contactenos@cucaita-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CUCAITA
212425224,Cucunubá,tesoreria@cucunuba-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CUCUNUBA
212354223,Cucutilla,contactenos@cucutilla-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CUCUTILLA
212615226,Cuítiva,alcaldia@cuitiva-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CUITIVA
212650226,Cumaral,hacienda@cumaral-meta.gov.co,DEPARTAMENTO DEL META,CUMARAL
217399773,Cumaribo,contabilidad@cumaribo-vichada.gov.co,DEPARTAMENTO DE VICHADA,CUMARIBO
212752227,Cumbal,alcaldia@cumbal-narino.gov.co,DEPARTAMENTO DE NARIÑO,CUMBAL
213352233,Cumbitara,alcaldia@cumbitara-narino.gov.co,DEPARTAMENTO DE NARIÑO,CUMBITARA
212673226,Cunday,alcaldia@cunday-tolima.gov.co,DEPARTAMENTO DE TOLIMA,CUNDAY
210518205,Curillo,alcaldia@curillo-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,CURILLO
212968229,Curití,contactenos@curiti-santander.gov.co,DEPARTAMENTO DE SANTANDER,CURITI
212820228,Curumaní,alcaldia@curumani-cesar.gov.co,DEPARTAMENTO DE CESAR,CURUMANI
213405234,Dabeiba,gobierno@dabeiba-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,DABEIBA
213376233,Dagua,tesoreria@dagua-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,DAGUA
110505000,Departamento de Antioquia,contabilidadgob@antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,MEDELLIN
118181000,Departamento de Arauca,secretariahacienda@arauca.gov.co,DEPARTAMENTO DE ARAUCA,ARAUCA
111313000,Departamento de Bolívar,contabilidad@bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,CARTAGENA DE INDIAS - DISTRITO TURISTICO Y CULTURAL
111515000,Departamento de Boyacá,contabilidad@boyaca.gov.co,DEPARTAMENTO DE BOYACA,TUNJA
111717000,Departamento de Caldas,atencionalciudadano@gobernaciondecaldas.gov.co,DEPARTAMENTO DE CALDAS,MANIZALES
118585000,Departamento de Casanare,hacienda@casanare.gov.co,DEPARTAMENTO DE CASANARE,YOPAL
112323000,Departamento de Córdoba,contactenos@cordoba.gov.co,DEPARTAMENTO DE CORDOBA,MONTERIA
112525000,Departamento de Cundinamarca,luis.davila@cundinamarca.gov.co,DISTRITO CAPITAL,BOGOTA - DISTRITO CAPITAL
114444000,Departamento de la Guajira,contactenos@laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,RIOHACHA
115252000,Departamento de Nariño,contactenos@narino.gov.co,DEPARTAMENTO DE NARIÑO,SAN JUAN DE PASTO
116666000,Departamento de Risaralda,contabilidad@risaralda.gov.co,DEPARTAMENTO DE RISARALDA,PEREIRA
116868000,Departamento de Santander,info@santander.gov.co,DEPARTAMENTO DE SANTANDER,BUCARAMANGA
117070000,Departamento de Sucre,contabilidad@sucre.gov.co,DEPARTAMENTO DE SUCRE,SINCELEJO
119191000,Departamento del Amazonas,contabilidad@amazonas.gov.co,DEPARTAMENTO DE AMAZONAS,LETICIA
118888000,"Departamento del Archipiélago de San Andrés, Providencia y Santa Catalina",servicioalciudadano@sanandres.gov.co,ARCHIPIELAGO DE SAN ANDRES,SAN ANDRES
110808000,Departamento del Atlántico,gobernadora@atlantico.gov.co,DEPARTAMENTO DE ATLANTICO,"BARRANQUILLA - DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO"
111818000,Departamento del Caquetá,contabilidad@caqueta.gov.co,DEPARTAMENTO DE CAQUETA,FLORENCIA
111919000,Departamento del Cauca,despachogobernador@cauca.gov.co,DEPARTAMENTO DE CAUCA,POPAYAN
112020000,Departamento del Cesar,contabilidad@cesar.gov.co,DEPARTAMENTO DE CESAR,VALLEDUPAR
112727000,Departamento del Chocó,gobernacion@choco.gov.co,DEPARTAMENTO DE CHOCO,QUIBDO
119494000,Departamento del Guainía,contadorgobernacion@guainia.gov.co,DEPARTAMENTO DE GUAINIA,PUERTO INIRIDA
119595000,Departamento del Guaviare,gobernacion@guaviare.gov.co,DEPARTAMENTO DE GUAVIARE,SAN JOSE DEL GUAVIARE
114141000,Departamento del Huila,shacienda@huila.gov.co,DEPARTAMENTO DE HUILA,NEIVA
114747000,Departamento del Magdalena,gobernacion@magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,"SANTA MARTA - DISTRITO TURISTICO, CULTURAL E HISTORICO"
115050000,Departamento del Meta,svillarealf@meta.gov.co,DEPARTAMENTO DEL META,VILLAVICENCIO
115454000,Departamento del Norte de Santander,gobernacion@nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,SAN JOSE DE CUCUTA
118686000,Departamento del Putumayo,contabilidad@putumayo.gov.co,DEPARTAMENTO DE PUTUMAYO,MOCOA
116363000,Departamento del Quindío,contabilidad@quindio.gov.co,DEPARTAMENTO DE QUINDIO,ARMENIA
117373000,Departamento del Tolima,contactenos@tolima.gov.co,DEPARTAMENTO DE TOLIMA,IBAGUE
117676000,Departamento del Valle del Cauca,yamilehc01@gmail.com,DEPARTAMENTO DE VALLE DEL CAUCA,SANTIAGO DE CALI
119797000,Departamento del Vaupés,contabilidad@vaupes.gov.co,DEPARTAMENTO DE VAUPES,MITU
119999000,Departamento del Vichada,contabilidad@sedvichada.gov.co,DEPARTAMENTO DE VICHADA,PUERTO CARREÑO
219044090,Dibulla,contactenos@dibulla-laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,DIBULLA
219844098,Distracción,alcaldia@distraccion-laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,DISTRACCION
213673236,Dolores,hacienda@dolores-tolima.gov.co,DEPARTAMENTO DE TOLIMA,DOLORES
213705237,Don Matías,alcaldia@donmatias-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,DON MATIAS
217066170,Dosquebradas,contadora@dosquebradas.gov.co,DEPARTAMENTO DE RISARALDA,DOSQUEBRADAS
213815238,Duitama,contabilidad@duitama-boyaca.gov.co,DEPARTAMENTO DE BOYACA,DUITAMA
213954239,Durania,marlon_duran_a@hotmail.com,DEPARTAMENTO DE NORTE DE SANTANDER,DURANIA
214005240,Ebéjico,contactenos@ebejico-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,EBEJICO
211341013,El Agrado,muniagrado37@yahoo.com,DEPARTAMENTO DE HUILA,AGRADO
214376243,El Águila,alcaldia@elaguila-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,EL AGUILA
215005250,El Bagre,alcaldia@elbagre-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,EL BAGRE
214547245,El Banco,tesoreria@elbanco-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,EL BANCO
214676246,El Cairo,alcaldia@elcairo-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,EL CAIRO
214550245,El Calvario,alcaldia@elcalvario-meta.gov.co,DEPARTAMENTO DEL META,EL CALVARIO
213527135,El Cantón de San Pablo (Managrú),contactenos@elcantondesanpablo-choco.gov.co,DEPARTAMENTO DE CHOCO,EL CANTON DE SAN PABLO (MANAGRU)
214554245,El Carmen,alcaldia@elcarmen-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,EL CARMEN
214527245,El Carmen de Atrato,contactenos@elcarmendeatrato-choco.gov.co,DEPARTAMENTO DE CHOCO,EL CARMEN  DE ATRATO
214413244,El Carmen de Bolívar,contactenos@elcarmen-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,EL CARMEN DE BOLIVAR
213568235,El Carmen de Chucurí,alcaldia@elcarmen-santander.gov.co,DEPARTAMENTO DE SANTANDER,EL CARMEN DE CHUCURI
214805148,El Carmen de Viboral,alcaldia@elcarmendeviboral-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CARMEN DE VIBORAL
215150251,El Castillo,alcaldia@elcastillo-meta.gov.co,DEPARTAMENTO DEL META,EL CASTILLO
214876248,El Cerrito,contabilidad@elcerrito-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,EL CERRITO
215052250,El Charco,contactenos@elcharco-narino.gov.co,DEPARTAMENTO DE NARIÑO,EL CHARCO
214415244,El Cocuy,alcaldia@elcocuy-boyaca.gov.co,DEPARTAMENTO DE BOYACA,EL COCUY
213820238,El Copey,desdespachomunicipal@elcopey-cesar.gov.co,DEPARTAMENTO DE CESAR,EL COPEY
214718247,El Doncello,hacienda@eldoncello-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,EL DONCELLO
217050270,El Dorado,secretariadehacienda@eldorado-meta.gov.co,DEPARTAMENTO DEL META,EL DORADO
215076250,El Dovio,tesoreria@eldovio-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,EL DOVIO
216873268,El Espinal,contabilidad@elespinal-tolima.gov.co,DEPARTAMENTO DE TOLIMA,ESPINAL
214815248,El Espino,tesoreria@elespino-boyaca.gov.co,DEPARTAMENTO DE BOYACA,EL ESPINO
214568245,El Guacamayo,contactenos@elguacamayo-santander.gov.co,DEPARTAMENTO DE SANTANDER,EL GUACAMAYO
214813248,El Guamo -  Bolívar,contactenos@elguamo-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,EL GUAMO
211973319,El Guamo - Tolima,alcaldia@elguamo-tolima.gov.co,DEPARTAMENTO DE TOLIMA,GUAMO
211044110,El Molino,alcaldia@elmolino-laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,EL MOLINO
215020250,El Paso,alcaldia@elpaso-cesar.gov.co,DEPARTAMENTO DE CESAR,EL PASO
215618256,El Paujil,tesoreriamunicipal@elpaujil-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,EL PAUJIL
214105541,El Peñol - Antioquia,alcaldia@elpenol-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,EL PEÑOL (ANTIOQUIA)
215452254,El Peñol - Nariño,alcaldia@elpenol-narino.gov.co,DEPARTAMENTO DE NARIÑO,EL PEÑOL (NARIÑO)
215825258,El Peñón -  Cundinamarca,alcaldiamunicipalelpenon@yahoo.es,DEPARTAMENTO DE CUNDINAMARCA,EL PEÑON (CUNDINAMARCA)
216813268,El Peñón - Bolívar,secretariadehaciendamunicipal@elpenon-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,EL PEÑON (BOLIVAR)
215068250,El Peñón - Santander,alcaldia@elpenon-santander.gov.co,DEPARTAMENTO DE SANTANDER,EL PEÑON (SANTANDER)
215847258,El Piñón,tesoreria@elpinon-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,EL PIÑON
214841548,El Pital,alcaldia@elpitalhuila.gov.co,DEPARTAMENTO DE HUILA,PITAL
215568255,El Playón,clajucontador@yahoo.es,DEPARTAMENTO DE SANTANDER,EL PLAYON
216847268,El Retén,alcaldia@elreten-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,EL RETEN
210705607,El Retiro,secretariadehacienda@elretiro-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,EL RETIRO
212595025,El Retorno,alcaldia@elretorno-guaviare.gov.co,DEPARTAMENTO DE GUAVIARE,EL RETORNO
213370233,El Roble,feveor3@hotmail.com,DEPARTAMENTO DE SUCRE,EL ROBLE
216025260,El Rosal,hacienda@elrosal-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,EL ROSAL
215652256,El Rosario,segobernar@hotmail.com,DEPARTAMENTO DE NARIÑO,EL ROSARIO
215852258,El Tablón de Gómez,alcaldia@eltablondegomez-narino.gov.co,DEPARTAMENTO DE NARIÑO,EL TABLON
215619256,El Tambo - Cauca,alcaldia@eltambo-cauca.gov.co,DEPARTAMENTO DE CAUCA,EL TAMBO (CAUCA)
216052260,El Tambo - Nariño,fabiolatobar@hotmail.com,DEPARTAMENTO DE NARIÑO,EL TAMBO (NARIÑO)
215054250,El Tarra,contactenos@eltarra-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,EL TARRA
216154261,El Zulia,alcaldia@elzulia-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,EL ZULIA
214441244,Elías,contactenos@elias-huila.gov.co,DEPARTAMENTO DE HUILA,ELIAS
216468264,Encino,contactenos@encino-santander.gov.co,DEPARTAMENTO DE SANTANDER,ENCINO
216668266,Enciso,alcaldia@enciso-santander.gov.co,DEPARTAMENTO DE SANTANDER,ENCISO
216405264,Entrerríos,alcaldiamunicipal@entrerrios-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,ENTRERRIOS
216605266,Envigado,walter.bustamante@envigado.gov.co,DEPARTAMENTO DE ANTIOQUIA,ENVIGADO
216925269,Facatativá,hacienda.facatativa@gmail.com,DEPARTAMENTO DE CUNDINAMARCA,FACATATIVA
217073270,Falán,secretariadehacienda@falan-tolima.gov.co,DEPARTAMENTO DE TOLIMA,FALAN
217217272,Filadelfia,alcalde@filadelfia-caldas.gov.co,DEPARTAMENTO DE CALDAS,FILADELFIA
217263272,Filandia,hacienda@filandia-quindio.gov.co,DEPARTAMENTO DE QUINDIO,FILANDIA
217215272,Firavitoba,alcaldia@firavitoba-boyaca.gov.co,DEPARTAMENTO DE BOYACA,FIRAVITOBA
217573275,Flandes,alcaldia@flandes-tolima.gov.co,DEPARTAMENTO DE TOLIMA,FLANDES
210118001,Florencia - Caquetá,despacho@florencia-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,FLORENCIA
219019290,Florencia - Cauca,alcaldia@florencia-cauca.gov.co,DEPARTAMENTO DE CAUCA,FLORENCIA (CAUCA)
217615276,Floresta,smiledup@hotmail.com,DEPARTAMENTO DE BOYACA,FLORESTA
217168271,Florián,alcaldia@florian-santander.gov.co,DEPARTAMENTO DE SANTANDER,FLORIAN
217576275,Florida,alcaldia@florida-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,FLORIDA
217668276,Floridablanca,contabilidad@floridablanca.gov.co,DEPARTAMENTO DE SANTANDER,FLORIDABLANCA
217925279,Fómeque,jetatorres0310@hotmail.com,DEPARTAMENTO DE CUNDINAMARCA,FOMEQUE
217944279,Fonseca,alcaldia@fonseca-guajira.gov.co,DEPARTAMENTO DE GUAJIRA,FONSECA
210081300,Fortul,hacienda@fortul-arauca.gov.co,DEPARTAMENTO DE ARAUCA,FORTUL
218125281,Fosca,direccionfinanciera@fosca-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,FOSCA
212052520,Francisco Pizarro (Salahonda),contactenos@franciscopizarro-narino.gov.co,DEPARTAMENTO DE NARIÑO,FRANCISCO PIZARRO (SALAHONDA)
218205282,Fredonia,contactenos@fredonia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,FREDONIA
218373283,Fresno,contactenos@fresno-tolima.gov.co,DEPARTAMENTO DE TOLIMA,FRESNO
218405284,Frontino,alcaldia@frontino-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,FRONTINO
218750287,Fuente de Oro,hacienda@fuentedeoro-meta.gov.co,DEPARTAMENTO DEL META,FUENTE DE ORO
218847288,Fundación,despacho@fundacion-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,FUNDACION
218752287,Funes,alcaldia@funes-narino.gov.co,DEPARTAMENTO DE NARIÑO,FUNES
218625286,Funza,hacienda@funza-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,FUNZA
218825288,Fúquene,alcaldia@fuquene-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,FUQUENE
219025290,Fusagasugá,munifusa@fusagasuga.gov.co,DEPARTAMENTO DE CUNDINAMARCA,FUSAGASUGA
219325293,Gachalá,shacienda@gachala-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GACHALA
219525295,Gachancipá,hacienda@gachancipa-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GACHANCIPA
219315293,Gachantivá,alcaldia@gachantiva-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GACHANTIVA
219725297,Gachetá,alcaldia@gacheta-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GACHETA
219668296,Galán,alcaldia@galan-santander.gov.co,DEPARTAMENTO DE SANTANDER,GALAN
219608296,Galapa,alcaldia@galapa-atlantico.gov.co,DEPARTAMENTO DE ATLANTICO,GALAPA
213570235,Galeras,alcaldia@galeras-sucre.gov.co,DEPARTAMENTO DE SUCRE,GALERAS
219925299,Gama,alcaldia@gama-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GAMA
219520295,Gamarra,alcaldia@gamarra-cesar.gov.co,DEPARTAMENTO DE CESAR,GAMARRA
219868298,Gámbita,alcaldia@gambita-santander.gov.co,DEPARTAMENTO DE SANTANDER,GAMBITA
219615296,Gámeza,tesoreria@gameza-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GAMEZA
219915299,Garagoa,alcaldia@garagoa-boyaca.gov.com,DEPARTAMENTO DE BOYACA,GARAGOA
219841298,Garzón,hacienda@garzon-huila.gov.co,DEPARTAMENTO DE HUILA,GARZON
210263302,Génova,contactenos@genova-quindio.gov.co,DEPARTAMENTO DE QUINDIO,GENOVA
210641306,Gigante,tesoreria@gigante-huila.gov.co,DEPARTAMENTO DE HUILA,GIGANTE
210676306,Ginebra,tesoreria@ginebra-valle-gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,GINEBRA
210605306,Giraldo,contactenos@giraldo-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,GIRALDO
210725307,Girardot,alcaldia@girardot-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GIRARDOT
210805308,Girardota,alcaldia@girardota.gov.co,DEPARTAMENTO DE ANTIOQUIA,GIRARDOTA
210768307,Girón,hacienda@giron-santander.gov.co,DEPARTAMENTO DE SANTANDER,GIRON
211005310,Gómez Plata,hacienda@gomezplata-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,GOMEZ PLATA
211020310,González,alcaldia@gonzalez-cesar.gov.co,DEPARTAMENTO DE CESAR,GONZALEZ
211354313,Gramalote,alcaldia@gramalote-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,GRAMALOTE
211305313,Granada - Antioquia,alcaldia@granada-antioquia.gov.co ,DEPARTAMENTO DE ANTIOQUIA,GRANADA (ANTIOQUIA)
211225312,Granada - Cundinamarca,alcaldia@granada-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GRANADA (CUNDINAMARCA)
211350313,Granada - Meta,alcaldia@granada-meta.gov.co,DEPARTAMENTO DEL META,GRANADA (META)
211868318,Guaca,alcaldiaguaca@hotmail.com,DEPARTAMENTO DE SANTANDER,GUACA
211715317,Guacamayas,alcaldia@guacamayas-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GUACAMAYAS
923270346,Guachené,contactenos@guachene-cauca.gov.co,DEPARTAMENTO DE CAUCA,GUACHENÉ
211725317,Guachetá,alcaldia@guacheta-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUACHETA
211752317,Guachucal,alcaldia@guachucal-narino.gov.co,DEPARTAMENTO DE NARIÑO,GUACHUCAL
211176111,Guadalajara de Buga,contabilidad@guadalajaradebuga-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,GUADALAJARA DE BUGA
211505315,Guadalupe - Antioquia,alcaldia@guadalupe-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,GUADALUPE (ANTIOQUIA)
211941319,Guadalupe - Huila,tesoreria@guadalupe-huila.gov.co,DEPARTAMENTO DE HUILA,GUADALUPE (HUILA)
212068320,Guadalupe - Santander,alcaldia@guadalupe-santander.gov.co,DEPARTAMENTO DE SANTANDER,GUADALUPE (SANTANDER)
212025320,Guaduas,tesoreria@guaduas-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUADUAS
212052320,Guaitarilla,gobierno@guaitarilla-narino.gov.co,DEPARTAMENTO DE NARIÑO,GUAITARILLA
212352323,Gualmatán,alcaldia@gualmatan-narino.gov.co,DEPARTAMENTO DE NARIÑO,GUALMATAN
211847318,Guamal - Magdalena,alcaldia@guamal-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,GUAMAL (MAGDALENA)
211850318,Guamal - Meta,financierayadministrativa@guamal-meta.gov.co,DEPARTAMENTO DEL META,GUAMAL (META)
211819318,Guapí,carlos.ocoro@hotmail.com,DEPARTAMENTO DE CAUCA,GUAPI
212268322,Guapotá,tesoreria@guapota-santander.gov.co,DEPARTAMENTO DE SANTANDER,GUAPOTA
216570265,Guaranda,contactenos@guaranda-sucre.gov.co,DEPARTAMENTO DE SUCRE,GUARANDA
211805318,Guarne,contabilidad@guarne-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,GUARNE
212225322,Guasca,secretariadehacienda@guasca-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUASCA
212105321,Guatapé,contabilidad@guatape-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,GUATAPE
212425324,Guataquí,alcaldia@guataqui-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUATAQUI
212625326,Guatavita,tesoreriamunicipalguatavita@yahoo.es,DEPARTAMENTO DE CUNDINAMARCA,GUATAVITA
212215322,Guateque,alcaldia@guateque-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GUATEQUE
211866318,Guática,hacienda@guatica-risaralda.gov.co,DEPARTAMENTO DE RISARALDA,GUATICA
212468324,Guavatá,alcaldiaguavata@gmail.com,DEPARTAMENTO DE SANTANDER,GUAVATA
212825328,Guayabal de Síquima,contactenos@guayabaldesiquima-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUAYABAL DE SIQUIMA
213525335,Guayabetal,tesoreria@guayabetal-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUAYABETAL
212515325,Guayatá,alcaldia@guayata-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GUAYATA
212768327,Güepsa,alcaldia@guepsa-santander.gov.co,DEPARTAMENTO DE SANTANDER,GUEPSA
213215332,Güicán,alcaldia@guican-boyaca.gov.co,DEPARTAMENTO DE BOYACA,GUICAN
213925339,Gutiérrez,contactenos@gutierrez-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,GUTIERREZ
214454344,Hacarí,alcaldia@hacari-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,HACARI
210013300,Hatillo de Loba,alcaldia@hatillodeloba-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,HATILLO DE LOBA
214468344,Hato,alcaldia@hato-santander.gov.co,DEPARTAMENTO DE SANTANDER,HATO
212585125,Hato Corozal,despacho@hatocorozal-casanare.gov.co,DEPARTAMENTO DE CASANARE,HATO COROZAL
217844378,Hato Nuevo,alcaldia@hatonuevo-laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,HATO NUEVO
214705347,Heliconia,gestioncontable@une.net.co,DEPARTAMENTO DE ANTIOQUIA,HELICONIA
214754347,Herrán,alcaldia@herran-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,HERRAN
214773347,Herveo,alcaldia@herveo-tolima.gov.co,DEPARTAMENTO DE TOLIMA,HERVEO
215305353,Hispania,hacienda@hispania-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,HISPANIA
214941349,Hobo,alcaldia@hobo-huila.gov.co,DEPARTAMENTO DE HUILA,HOBO
214973349,Honda,alcaldia@honda-tolima.gov.co,DEPARTAMENTO DE TOLIMA,HONDA
210173001,Ibagué,contabilidad@ibague.gov.co,DEPARTAMENTO DE TOLIMA,IBAGUE
